"ID","Origen","Fecha","Tipo","Monto ($)","Emisor/Receptor","Concepto","Grupo / Teléfono","Detalles / Texto"
"-OvtQufi08wncB-j_lQ9","WhatsApp Bot","2026-06-24T11:41:45.607Z","checkpoint","0","Grupo WhatsApp","*🚧📹📹🚧JUJUY ENTRE RICHIERI Y SUIPACHA.... CONTROL DE VELOCIDAD (EL RADAR) MAXIMA 40 KMH🚧📹📹🚧*","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📹📹🚧JUJUY ENTRE RICHIERI Y SUIPACHA.... CONTROL DE VELOCIDAD (EL RADAR) MAXIMA 40 KMH🚧📹📹🚧*"
"-OvtXsaHE0_sqJtU2roG","WhatsApp Bot","2026-06-24T12:12:12.072Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧MENDOZA Y LAVALLE (COLEGIO PESTALOZZI) ...LLEGANDO EL POTENTE OPERATIVO DE TRÁNSITO CON EL ","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📛📛🚧MENDOZA Y LAVALLE (COLEGIO PESTALOZZI) ...LLEGANDO EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO CHUPANDO MOTOS 🛵🏍️🛵🏍️A FULL IMPACT CON EL JEFE DE DIVISION RICARDO ROHRER (ALIAS RIO RIO) CON EL TERCIO DELTA DE POLICIA MOTORIZADA... EVITEN ZONA!!!🚧📛📛🚧*"
"-OvtoMERE_lNmmaxZCU3","WhatsApp Bot","2026-06-24T13:28:34.034Z","police","0","Grupo WhatsApp","Op cana y cau 
A012 y vias","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Op cana y cau 
A012 y vias"
"-Ovu0_SSkqKrF42bw8D9","WhatsApp Bot","2026-06-24T14:26:20.147Z","municipal","0","Grupo WhatsApp","Hay dos zorros en 27 de febrero y Francia no sé si está por armar operativo","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Hay dos zorros en 27 de febrero y Francia no sé si está por armar operativo"
"-Ovu0_XoRMajGBpXhADN","WhatsApp Bot","2026-06-24T14:26:20.490Z","municipal","0","Grupo WhatsApp","Hay dos zorros en 27 de febrero y Francia no sé si está por armar operativo","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Hay dos zorros en 27 de febrero y Francia no sé si está por armar operativo"
"-Ovu0_aWiIk_nq_iF3FI","WhatsApp Bot","2026-06-24T14:26:20.727Z","municipal","0","Grupo WhatsApp","Hay dos zorros en 27 de febrero y Francia no sé si está por armar operativo","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Hay dos zorros en 27 de febrero y Francia no sé si está por armar operativo"
"-Ovul4t7RH71-AbBKyMA","WhatsApp Bot","2026-06-24T17:53:53.759Z","checkpoint","0","Grupo WhatsApp","Pueblo esther control en la shell","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Pueblo esther control en la shell"
"-OvulFL0lHzWGaUCl28_","WhatsApp Bot","2026-06-24T17:54:36.567Z","accident","0","Grupo WhatsApp","Autopista bs as a Rosario, llegando a riesgo demorado por choque","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Autopista bs as a Rosario, llegando a riesgo demorado por choque"
"-OvulFaMFJtD02i9F30R","WhatsApp Bot","2026-06-24T17:54:37.614Z","accident","0","Grupo WhatsApp","Autopista bs as a Rosario, llegando a riesgo demorado por choque","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Autopista bs as a Rosario, llegando a riesgo demorado por choque"
"-OvulyCL3gp_X1EVYT2A","WhatsApp Bot","2026-06-24T17:57:44.429Z","accident","0","Grupo WhatsApp","Autopista a la altura de Ricci accidente, súper congestionado","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Autopista a la altura de Ricci accidente, súper congestionado"
"-OvulyVYZKokXq7nzpbc","WhatsApp Bot","2026-06-24T17:57:45.657Z","accident","0","Grupo WhatsApp","Autopista a la altura de Ricci accidente, súper congestionado","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Autopista a la altura de Ricci accidente, súper congestionado"
"-OvunfIqOreFRFDyHvwf","WhatsApp Bot","2026-06-24T18:05:11.309Z","municipal","0","Grupo WhatsApp","*⚠️✖️✖️⚠️ARIJON ENTRE BALCARCE Y OROÑO AMBAS MANOS.... EL  ATROZ OPERATIVO DE (FISCA) FISCALIZACION ","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*⚠️✖️✖️⚠️ARIJON ENTRE BALCARCE Y OROÑO AMBAS MANOS.... EL  ATROZ OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE (servicios públicos) PARANDO TAXIS Y AUTOS 🚖🚘🚖 BUSCANDO REMISES TRUCHOS LOS UBER DIDI Y CABIFY NO HABILITADOS CON LA PLANCHA ITALIANA IVECO⚠️✖️✖️⚠️*"
"-OvuoOgb1-SaZuHnOFei","WhatsApp Bot","2026-06-24T18:08:21.310Z","checkpoint","0","Grupo WhatsApp","Control ingreso lagos por autopista","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control ingreso lagos por autopista"
"-OvuouFTvN9fXDhqvHHR","WhatsApp Bot","2026-06-24T18:10:34.676Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧PARAGUAY ENTRE MENDOZA Y 3 DE FEBRERO.... LLEGANDO EL POTENTE OPERATIVO DE TRÁNSITO CON EL ","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📛📛🚧PARAGUAY ENTRE MENDOZA Y 3 DE FEBRERO.... LLEGANDO EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO CHUPANDO MOTOS 🛵🏍️🛵🏍️A FULL IMPACT CON EL JEFE DE DIVISION DAMIAN FERNÁNDEZ (EL CHUPACHICHI) CON EL TERCIO DELTA DE POLICIA MOTORIZADA.... EVITEN ZONA!!!🚧📛📛🚧*"
"-OvuqbkjMujniMcmKU9Y","WhatsApp Bot","2026-06-24T18:18:03.206Z","municipal","0","Grupo WhatsApp","*OJO CON (FISCA)☝️*","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*OJO CON (FISCA)☝️*"
"-OvvIuJopOfJtQDuQMoo","WhatsApp Bot","2026-06-24T20:26:01.418Z","checkpoint","0","Grupo WhatsApp","sigue un gran operativo bajo el puente de circunvalación, entrada y salida Vgg","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","sigue un gran operativo bajo el puente de circunvalación, entrada y salida Vgg"
"-OvvMbSoZSGSavhOYEe2","WhatsApp Bot","2026-06-24T20:42:12.747Z","traffic","0","Grupo WhatsApp","Si si,no hay más cortes","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Si si,no hay más cortes"
"-OvvcAcX5WtiPBnD0Z3s","WhatsApp Bot","2026-06-24T21:54:35.205Z","checkpoint","0","Grupo WhatsApp","*HOLA !!! LOS QUE QUIERAN COLABORAR CON LA BASE CENTRAL DE OPERATIVOS LO PUEDEN HACER MEDIANTE UN AL","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*HOLA !!! LOS QUE QUIERAN COLABORAR CON LA BASE CENTRAL DE OPERATIVOS LO PUEDEN HACER MEDIANTE UN ALIAS DE MERCADO PAGO....EL QUE LO HAGA TIENE QUE PASAR EL COMPROBANTE POR PRIVADO PARA SER AGENDADO DE FORMA DIFERENTE PARA EL GRUPO CERRADO QUE ARMAREMOS A FUTURO.... Y MUCHAS GRACIAS A TODOS LOS QUE COLABORAN.... GRACIAS👍*"
"-OvvskpsoacVY9VEG3C8","WhatsApp Bot","2026-06-24T23:07:01.915Z","municipal","0","Grupo WhatsApp","*A FULL FISCA☝️*","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*A FULL FISCA☝️*"
"-Ovw50lD75dY8cPSoJif","WhatsApp Bot","2026-06-25T00:04:59.122Z","checkpoint","0","Grupo WhatsApp","Cordoba antes de vera mujica control esta","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Cordoba antes de vera mujica control esta"
"-OvwO_LEoG8xhHYPyGK8","WhatsApp Bot","2026-06-25T01:30:25.587Z","police","0","Grupo WhatsApp","Policía en la esquina 247 con los conos","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Policía en la esquina 247 con los conos"
"-OvwOxQgprVJqtqp9Vso","WhatsApp Bot","2026-06-25T01:32:04.240Z","police","0","Grupo WhatsApp","En lagos esta la policia apenas doblas","🚔🚨Operativos🚓 Arroyo Seco y alrededores","En lagos esta la policia apenas doblas"
"-OvyU2gEKytVgPpRXeDo","WhatsApp Bot","2026-06-25T11:13:35.027Z","municipal","0","Grupo WhatsApp","*🚧🚥🚥🚧RUTA 21 Y OROÑO ENTRADA A PUEBLO ESTHER DESDE ALVEAR AMBAS MANOS.... OPERATIVO DE TRÁNSITO ","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧🚥🚥🚧RUTA 21 Y OROÑO ENTRADA A PUEBLO ESTHER DESDE ALVEAR AMBAS MANOS.... OPERATIVO DE TRÁNSITO (EL CAU control y asistencia urbana) CON LA POLICIA VIAL🚧🚥🚥🚧*"
"-OvyWA3cHteQiztvkOpO","WhatsApp Bot","2026-06-25T11:22:49.549Z","accident","0","Grupo WhatsApp","Accidente circunvalación antes de llegar a Ovidio lagos transito lento","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Accidente circunvalación antes de llegar a Ovidio lagos transito lento"
"-Ovydtu-4M3ldfysA-7B","WhatsApp Bot","2026-06-25T12:00:58.532Z","checkpoint","0","Grupo WhatsApp","Entrada a Fighiera viniendo de arroyo control y balanza","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Entrada a Fighiera viniendo de arroyo control y balanza"
"-Ovyh4c-4yVBQbsxdWSi","WhatsApp Bot","2026-06-25T12:14:52.965Z","traffic","0","Grupo WhatsApp","En la salida de arroyo por autopista, móvil de tránsito pero no paran, por ahora","🚔🚨Operativos🚓 Arroyo Seco y alrededores","En la salida de arroyo por autopista, móvil de tránsito pero no paran, por ahora"
"-Ovyib8NoUo9z3Bgd-Pf","WhatsApp Bot","2026-06-25T12:21:32.412Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧ENTRE RIOS Y RIOJA ... LLEGANDO EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDED","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📛📛🚧ENTRE RIOS Y RIOJA ... LLEGANDO EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO CHUPANDO MOTOS 🛵🏍️🛵🏍️A FULL IMPACT CON EL JEFE DE DIVISION MATIAS (EL LAME BOLAS) CON EL TERCIO DELTA DE POLICIA MOTORIZADA... EVITEN ZONA!!!🚧📛📛🚧*"
"-Ovyl7vKB8bfuue692e8","WhatsApp Bot","2026-06-25T12:32:35.065Z","municipal","0","Grupo WhatsApp","*⚠️✖️✖️⚠️CORDOBA Y CASTELLANOS .... EL OPERATIVO DE FISCA FISCALIZACION DE TRANSPORTE (SERVICIOS PÚB","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*⚠️✖️✖️⚠️CORDOBA Y CASTELLANOS .... EL OPERATIVO DE FISCA FISCALIZACION DE TRANSPORTE (SERVICIOS PÚBLICOS) 🚖🚘🚘🚖CON LA PLANCHA ASIATICA HYUNDAI⚠️✖️✖️⚠️*"
"-OvyldxTl1CRy3MiMXMD","WhatsApp Bot","2026-06-25T12:34:50.371Z","police","0","Grupo WhatsApp","Policía y seguridad vial","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Policía y seguridad vial"
"-Ovynbq5rlT7ZosEfWLf","WhatsApp Bot","2026-06-25T12:43:25.994Z","radar","0","Grupo WhatsApp","Juan José paso antes de llegar a provincia Unidas camara de radar de velocidad.. CUIDADO","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Juan José paso antes de llegar a provincia Unidas camara de radar de velocidad.. CUIDADO"
"-OvyndH0Hto88l2P0js8","WhatsApp Bot","2026-06-25T12:43:31.878Z","radar","0","Grupo WhatsApp","Juan José paso antes de llegar a provincia Unidas camara de radar de velocidad.. CUIDADO","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Juan José paso antes de llegar a provincia Unidas camara de radar de velocidad.. CUIDADO"
"-OvysbvdoP_e1esCvsM5","WhatsApp Bot","2026-06-25T13:05:17.070Z","municipal","0","Grupo WhatsApp","Motos. Corrientes y san Luis.","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Motos. Corrientes y san Luis."
"-Ovz1o2hNte6cZ5fCoHY","WhatsApp Bot","2026-06-25T13:49:48.178Z","police","0","Grupo WhatsApp","Se estan por poner en tierra del sueño la policia","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Se estan por poner en tierra del sueño la policia"
"-Ovz41UNwPZzuKg8XrxP","WhatsApp Bot","2026-06-25T13:59:31.580Z","checkpoint","0","Grupo WhatsApp","Operativo enfrente del parque industrial de alvear por r21  ... ambas manos","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo enfrente del parque industrial de alvear por r21  ... ambas manos"
"-Ovz7QbZ2j3qTuq3nHSJ","WhatsApp Bot","2026-06-25T14:14:20.937Z","checkpoint","0","Grupo WhatsApp","Operativo en tierra de sueños ... recién me pararon","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo en tierra de sueños ... recién me pararon"
"-OvzHCSX2xvIYcFZutLT","WhatsApp Bot","2026-06-25T14:57:04.390Z","police","0","Grupo WhatsApp","Todavía siguen en tierra de sueños recién me pararon, según dicen es control de rutina , es solo la ","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Todavía siguen en tierra de sueños recién me pararon, según dicen es control de rutina , es solo la policía , piden carnet y tarjeta verde"
"-Ow-4AhFi4qFNVkKEB9n","WhatsApp Bot","2026-06-25T18:39:46.548Z","checkpoint","0","Grupo WhatsApp","Operativo  en General lagos 

Ruta 21 y entrada a la costa.","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo  en General lagos 

Ruta 21 y entrada a la costa."
"-Ow-4ApLHyJc-2LVCgJT","WhatsApp Bot","2026-06-25T18:39:47.066Z","checkpoint","0","Grupo WhatsApp","Operativo  en General lagos 

Ruta 21 y entrada a la costa.","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo  en General lagos 

Ruta 21 y entrada a la costa."
"-Ow-5Qmr13HlEkPxK8nA","WhatsApp Bot","2026-06-25T18:45:14.587Z","checkpoint","0","Grupo WhatsApp","En pueblo Esther y lagos altos operativos","🚔🚨Operativos🚓 Arroyo Seco y alrededores","En pueblo Esther y lagos altos operativos"
"-Ow-8MGDh0OVhYqmg3eV","WhatsApp Bot","2026-06-25T18:58:02.482Z","checkpoint","0","Grupo WhatsApp","Operativo en Guillermo tell","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo en Guillermo tell"
"-Ow-CAkYdotCHeIJXbS7","WhatsApp Bot","2026-06-25T19:14:43.911Z","checkpoint","0","Grupo WhatsApp","Operativo en frente la Shell de pueblo esther y el camino q va hacia la costa en general lagos, hace","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo en frente la Shell de pueblo esther y el camino q va hacia la costa en general lagos, hacen test de alcoholemia"
"-Ow-CB-ZtoSOWKB8Z4xV","WhatsApp Bot","2026-06-25T19:14:44.936Z","checkpoint","0","Grupo WhatsApp","Operativo en frente la Shell de pueblo esther y el camino q va hacia la costa en general lagos, hace","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo en frente la Shell de pueblo esther y el camino q va hacia la costa en general lagos, hacen test de alcoholemia"
"-Ow-lsednTeWWp6fiRQ7","WhatsApp Bot","2026-06-25T21:55:05.037Z","checkpoint","0","Grupo WhatsApp","En antes de la Shell de esther hay control","🚔🚨Operativos🚓 Arroyo Seco y alrededores","En antes de la Shell de esther hay control"
"-Ow0q1-jIGXMgCQWMIi9","WhatsApp Bot","2026-06-26T02:52:49.107Z","checkpoint","0","Grupo WhatsApp","Operativo Ao12","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo Ao12"
"-Ow0q1CXshAtqHOwsQuI","WhatsApp Bot","2026-06-26T02:52:49.926Z","checkpoint","0","Grupo WhatsApp","Operativo Ao12","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo Ao12"
"-Ow1BkRONB9aBSmVnj9T","WhatsApp Bot","2026-06-26T04:32:06.465Z","municipal","0","Grupo WhatsApp","Oroño y pellegrini mano al sur, fisca","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Oroño y pellegrini mano al sur, fisca"
"-Ow2f6jcYzRg7ubHaGmz","WhatsApp Bot","2026-06-26T11:24:23.437Z","police","0","Grupo WhatsApp","Esta la policía pero no para","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Esta la policía pero no para"
"-Ow3NHx4PEdb5mMSSwLR","WhatsApp Bot","2026-06-26T14:41:45.834Z","checkpoint","0","Grupo WhatsApp","27 y la ruta control ahora","🚔🚨Operativos🚓 Arroyo Seco y alrededores","27 y la ruta control ahora"
"-Ow3NIIY_s6X0EBikwFH","WhatsApp Bot","2026-06-26T14:41:47.272Z","checkpoint","0","Grupo WhatsApp","27 y la ruta control ahora","🚔🚨Operativos🚓 Arroyo Seco y alrededores","27 y la ruta control ahora"
"-Ow3RtXzXp-wjvTwOnX-","WhatsApp Bot","2026-06-26T15:01:52.484Z","checkpoint","0","Grupo WhatsApp","Control en el Acceso autopista lagos ruta alfrente d vitto","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en el Acceso autopista lagos ruta alfrente d vitto"
"-Ow47n1wK9uGo-wyCAjX","WhatsApp Bot","2026-06-26T18:13:40.191Z","municipal","0","Grupo WhatsApp","*AHÍ ESTÁ (FISCAAAA) AMBAS MANOS☝️*","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*AHÍ ESTÁ (FISCAAAA) AMBAS MANOS☝️*"
"-Ow4TMCLyEhKQJPL0e3h","WhatsApp Bot","2026-06-26T19:47:53.337Z","accident","0","Grupo WhatsApp","*🚩🏁🚩DORREGO Y MENDOZA ... EL ACCIDENTE CON UN FALLECIDO.... YA QUEDÓ LIBERADO🚩🏁🚩*","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚩🏁🚩DORREGO Y MENDOZA ... EL ACCIDENTE CON UN FALLECIDO.... YA QUEDÓ LIBERADO🚩🏁🚩*"
"-Ow4TMUcunltvFlrWHgw","WhatsApp Bot","2026-06-26T19:47:54.507Z","municipal","0","Grupo WhatsApp","*🚧🚥🚥🚧RUTA AO12 ENTRE LA VIA Y RUTA 21 EN PUEBLO ESTHER..... OPERATIVO DE TRÁNSITO (EL CAU contro","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧🚥🚥🚧RUTA AO12 ENTRE LA VIA Y RUTA 21 EN PUEBLO ESTHER..... OPERATIVO DE TRÁNSITO (EL CAU control y asistencia urbana) CON ALCOHOLEMIA🗣️🗣️ Y POLICIA VIAL🚧🚥🚥🚧*"
"-Ow4VC6qRlO_TvQU5xBu","WhatsApp Bot","2026-06-26T19:55:56.313Z","accident","0","Grupo WhatsApp","En la entrada del puerto hubo un choque","🚔🚨Operativos🚓 Arroyo Seco y alrededores","En la entrada del puerto hubo un choque"
"-Ow4VCbB3boyYtE6kddg","WhatsApp Bot","2026-06-26T19:55:58.319Z","accident","0","Grupo WhatsApp","En la entrada del puerto hubo un choque","🚔🚨Operativos🚓 Arroyo Seco y alrededores","En la entrada del puerto hubo un choque"
"-Ow4s8V8shppo7xeIfMb","WhatsApp Bot","2026-06-26T21:40:32.939Z","checkpoint","0","Grupo WhatsApp","*HOLA !!! LOS QUE QUIERAN COLABORAR CON LA BASE CENTRAL DE OPERATIVOS LO PUEDEN HACER MEDIANTE UN AL","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*HOLA !!! LOS QUE QUIERAN COLABORAR CON LA BASE CENTRAL DE OPERATIVOS LO PUEDEN HACER MEDIANTE UN ALIAS DE MERCADO PAGO....EL QUE LO HAGA TIENE QUE PASAR EL COMPROBANTE POR PRIVADO PARA SER AGENDADO DE FORMA DIFERENTE PARA EL GRUPO CERRADO QUE ARMAREMOS A FUTURO.... Y MUCHAS GRACIAS A TODOS LOS QUE COLABORAN.... GRACIAS👍*"
"-Ow50agQT1Ove63sss-m","WhatsApp Bot","2026-06-26T22:21:51.805Z","checkpoint","0","Grupo WhatsApp","Sigue el control en pueblo esther","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Sigue el control en pueblo esther"
"-Ow5ETnZIjZOjm-wt6K5","WhatsApp Bot","2026-06-26T23:22:29.511Z","checkpoint","0","Grupo WhatsApp","Operativo por ruta 21 y colon","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo por ruta 21 y colon"
"-Ow5Rftn397sLTH2CTEU","WhatsApp Bot","2026-06-27T00:20:11.031Z","checkpoint","0","Grupo WhatsApp","Control por mitre entre belgrano y moreno","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control por mitre entre belgrano y moreno"
"-Ow5sEGtNsQdUBMBE00A","WhatsApp Bot","2026-06-27T02:20:33.820Z","checkpoint","0","Grupo WhatsApp","Operativo saliendo de Pérez piden td y Aser test de alcoholemia","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo saliendo de Pérez piden td y Aser test de alcoholemia"
"-Ow6PmgCImKBQtIfb8nh","WhatsApp Bot","2026-06-27T04:51:31.764Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧CAFFERATA Y MONTEVIDEO....SE MUDÓ EL POTENTE OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️🗣️ NA","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📛📛🚧CAFFERATA Y MONTEVIDEO....SE MUDÓ EL POTENTE OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️🗣️ NARCOLEMIA Y THC CANNABIS EL CARRETON Y LAS GRUAS 🚘🛵🚘🛵A FULL IMPACT CON EL JEFE DE DIVISION DAMIAN FERNANDEZ (ALIAS CHUPACHICHI) ... EVITEN ZONA!!!🚧📛📛🚧*"
"-Ow6oqaxNYcgElVJWgjZ","WhatsApp Bot","2026-06-27T06:45:23.556Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧COCHABAMBA Y ENTRE RIOS.... LLEGANDO EL OTRO OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️🗣️ NA","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📛📛🚧COCHABAMBA Y ENTRE RIOS.... LLEGANDO EL OTRO OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️🗣️ NARCOLEMIA Y THC CANNABIS CON EL CARRETON Y LAS GRUAS 🚘🛵🚘🛵A FULL IMPACT CON EL JEFE DE DIVISION MARIO CUBIDO (ALIAS CUBO) .... EVITEN ZONA!!!!🚧📛📛🚧*"
"-Ow85YZ2ltX71IwbjXm5","WhatsApp Bot","2026-06-27T12:42:21.351Z","checkpoint","0","Grupo WhatsApp","AO12 y la vía operativo","🚔🚨Operativos🚓 Arroyo Seco y alrededores","AO12 y la vía operativo"
"-Ow86s0hQCSCx_6UPGYn","WhatsApp Bot","2026-06-27T12:48:07.313Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧FRANCIA ENTRE GALVEZ Y 27 DE FEBRERO.... EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📛📛🚧FRANCIA ENTRE GALVEZ Y 27 DE FEBRERO.... EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO CHUPANDO MOTOS 🛵🏍️🛵🏍️A FULL IMPACT CON EL JEFE DE DIVISION GUSTAVO ROJO (ALIAS DEMONIO) CON EL TERCIO DELTA DE POLICIA MOTORIZADA.... EVITEN ZONA!!!🚧📛📛🚧*"
"-Ow86s2nBArb29pcEDfk","WhatsApp Bot","2026-06-27T12:48:07.447Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧FRANCIA ENTRE GALVEZ Y 27 DE FEBRERO.... EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*🚧📛📛🚧FRANCIA ENTRE GALVEZ Y 27 DE FEBRERO.... EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO CHUPANDO MOTOS 🛵🏍️🛵🏍️A FULL IMPACT CON EL JEFE DE DIVISION GUSTAVO ROJO (ALIAS DEMONIO) CON EL TERCIO DELTA DE POLICIA MOTORIZADA.... EVITEN ZONA!!!🚧📛📛🚧*"
"-Ow8CcQKY0OUzoGxqq1d","WhatsApp Bot","2026-06-27T13:13:16.280Z","checkpoint","0","Grupo WhatsApp","Operativo 
En la entrada de playa hermosa 
Mano rosario arroyo seco 
Antes del puente","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo 
En la entrada de playa hermosa 
Mano rosario arroyo seco 
Antes del puente"
"-Ow8Dm4XKJBiZmrKRJRA","WhatsApp Bot","2026-06-27T13:18:17.989Z","traffic","0","Grupo WhatsApp","Tránsito Francia al 2600 mano derecha","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Tránsito Francia al 2600 mano derecha"
"-Ow8Dn7ja88GE-3n-7J5","WhatsApp Bot","2026-06-27T13:18:22.291Z","municipal","0","Grupo WhatsApp","Con carreton","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","Con carreton"
"-Ow8HHu_4e1NW3I3KLSk","WhatsApp Bot","2026-06-27T13:33:38.889Z","municipal","0","Grupo WhatsApp","*⚠️✖️✖️⚠️AYOLAS ENTRE SAN MARTIN Y MAIPU (SUPER LA REINA)... SE MUDÓ EL OPERATIVO DE (FISCA) FISCALI","🔺SOLO OPERATIVOS DE TRÁNSITO (1)🔺","*⚠️✖️✖️⚠️AYOLAS ENTRE SAN MARTIN Y MAIPU (SUPER LA REINA)... SE MUDÓ EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE (servicios públicos) PARANDO TAXIS Y AUTOS 🚖🚘🚖BUSCANDO REMISES TRUCHOS LOS UBER DIDI Y CABIFY NO HABILITADOS CON LA RANGER RASTRILLO⚠️✖️✖️⚠️*"
"-Ow9aYHKhybdSL8zZHn1","WhatsApp Bot","2026-06-27T19:41:46.043Z","checkpoint","0","Grupo WhatsApp","Control en figihera frente del playon de camiones","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en figihera frente del playon de camiones"
"-Ow9aYedIRHSLe3HpWl5","WhatsApp Bot","2026-06-27T19:41:47.598Z","police","0","Grupo WhatsApp","Tengan cuidados hay como 5 móvil policial","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Tengan cuidados hay como 5 móvil policial"
"-Ow9danbkUM3GJjtOZRz","WhatsApp Bot","2026-06-27T19:55:06.893Z","checkpoint","0","Grupo WhatsApp","No es control","🚔🚨Operativos🚓 Arroyo Seco y alrededores","No es control"
"-Ow9o7_A_GJe_yH4G0n2","WhatsApp Bot","2026-06-27T20:41:06.673Z","checkpoint","0","Grupo WhatsApp","Control en la entrada de fighiera","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en la entrada de fighiera"
